num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/weights_seq_no,env_runners/sample,env_runners/env_step_timer,env_runners/episode_return_min,env_runners/episode_return_max,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_len_mean,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/env_reset_timer,env_runners/episode_len_min,env_runners/rlmodule_inference_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/module_episode_return_mean/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/agent_episode_return_mean/default_agent,learners/default_policy/vf_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/curr_entropy_coeff,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_module_steps_trained,learners/default_policy/num_trainable_parameters,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_explained_var,learners/default_policy/weights_seq_no,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/entropy,learners/default_policy/policy_loss,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/vf_loss_unclipped,learners/default_policy/mean_kl_loss,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,4000.0,False,1,70f52_00000,2025-12-15_17-22-38,1765799558,12.124974250793457,12.124974250793457,24180,LAPTOP-HQRQ0VAR,127.0.0.1,12.124974250793457,1,12.111168700000007,1.8299999965165625e-05,12.110224799999969,1.8104663999999957,10.292974299999969,0.004425699999956123,391.6829841539108,4000.0,0.0,1.6867611499999953,9.048123674758695e-05,-1943.7228859703027,2384.534939203968,124.18559058601164,12.0,124.18559058601164,279.3333333333333,12.0,4000.0,0.4685474666666778,307,0.00030699999990702054,246,0.00018963550814862817,572.2924922617283,4,0,0,24.93333333333333,92.40555555555557,0.00027610615400995787,0.0006928667720317378,391.6829841539108,4000.0,4000.0,4000.0,4000.0,391.6829841539108,9.88778,0.10000000149011612,0.0,128.0,120576,138756,5e-05,2.2649765e-06,1.0,1.0,1.0615423,0.0032064784,4.1709113,120576,48832.047,0.00036835962,9.89106,13096.802742818174,120576,138756,0,3783072,4016,120576,4000,3783072,412242.01502224925,13099.860532249411,13110.749429772635,0.2722484999999324,1.144830103392569e-05,2.8612715730381917e-05,3.95043024236172e-06,5.235111686264027e-05,3.11363092735686e-06,4.344747679502928e-05,4.930867758265473e-05,2.868197852978927e-06,2.855904586886303e-05,7.618835545318378e-05,0.00026109057420138247,0.0009855000000698055,0.005487500000072032,9.299999874201603e-06,0.00022919999992154771,0.09629689999997026,0.10236119999990478,3.4599999935380765e-05,0.06600129999992532
1,8000.0,False,2,70f52_00000,2025-12-15_17-22-49,1765799569,11.095149278640747,23.220123529434204,24180,LAPTOP-HQRQ0VAR,127.0.0.1,23.220123529434204,2,12.100822479000007,1.82809999660094e-05,12.09987787799997,1.8106579179999949,10.28241505299997,0.004442977999956384,216.39909012209245,4000.0,1.0,1.6862435929999953,9.686272077298074e-05,-2164.7988519093733,2384.534939203968,119.82583780055728,16.0,119.82583780055728,272.04,28.0,8000.0,0.43715951200002334,318,0.00030699999990702054,225,0.0002078547980016743,567.7466753593252,4,0,0,30.81875,89.4875,0.00028514569100210313,0.0007301620409534915,216.39909012209245,4000.0,8000.0,4000.0,8000.0,216.39909012209245,9.926489,0.10000000149011612,0.0,128.0,120704,138756,5e-05,0.0,2.0,1.0,1.0356526,-0.052680437,16.393564,241280,48003.586,0.0052436334,9.874332,13157.405029121071,120704,138756,0,7573932,4016.04,241280,4000.0,3790860,414104.8424164615,13160.266371255948,13170.666713558643,0.2728633489999311,1.2907472562678852e-05,2.974290793426769e-05,4.212091124940655e-06,5.7073058776217685e-05,3.4490281046747467e-06,4.621359613283165e-05,5.121182192756722e-05,3.0171288739909162e-06,2.9689853877059045e-05,8.023813527219397e-05,0.0002849071800609884,0.0009775890000673826,0.005544157000072119,9.396999876116752e-06,0.00023271999992175552,0.0970754259999694,0.10259742299990648,3.475199993545175e-05,0.06554852199992638
1,12000.0,False,3,70f52_00000,2025-12-15_17-23-02,1765799582,12.776200294494629,35.99632382392883,24180,LAPTOP-HQRQ0VAR,127.0.0.1,35.99632382392883,3,12.107444496210007,1.825018996642029e-05,12.10650232421997,1.8106723768199944,10.28903340546997,0.004440953219956055,152.22616217666027,4000.0,2.0,1.6857750843199955,9.133346241401473e-05,-2164.7988519093733,2365.962141695678,138.20347094400492,14.0,138.20347094400492,266.85,42.0,12000.0,0.4319431100000179,318,0.00030699999990702054,225,0.0001956147585210714,559.7953767968255,4,0,0,32.400000000000006,86.05000000000001,0.0002687397105229796,0.0007017116993177095,152.22616217666027,4000.0,12000.0,4000.0,12000.0,152.22616217666027,9.925632,0.10000000149011612,0.0,128.0,120576,138756,5e-05,0.0,3.0,1.0,0.99140507,-0.13664614,2.7114697,361856,41716.258,0.011086669,9.790095,13110.069126796347,120576,138756,0,11358888,4016.0595999999996,361856,4000.0,3784956,412577.8803400388,13112.809838897707,13122.951028128668,0.2737503945099313,1.1868232723729655e-05,2.833732749131647e-05,3.961628559546481e-06,5.401607248325301e-05,3.102019171347189e-06,4.392690708117134e-05,4.869981492404671e-05,2.910864809120994e-06,2.859046303418613e-05,8.024392210619042e-05,0.00027052436396155687,0.0009695811100686114,0.005561158430072783,9.381029877840775e-06,0.0002339737999211138,0.09701970973997026,0.1040294957699075,3.4667479937820645e-05,0.06505298777992766
1,16000.0,False,4,70f52_00000,2025-12-15_17-23-13,1765799593,11.491462469100952,47.487786293029785,24180,LAPTOP-HQRQ0VAR,127.0.0.1,47.487786293029785,4,12.101203588247905,1.8415688065422725e-05,12.100259275977772,1.8117952950517946,10.28162928741527,0.004479614687755603,186.65628135786207,4000.0,3.0,1.6872909579767952,9.499128978649927e-05,-1462.217507961157,2365.962141695678,149.9506593422634,15.0,149.9506593422634,278.47,57.0,16000.0,0.47813251600002105,329,0.00030699999990702054,231,0.00020067206017694152,549.1616289260941,4,0,0,28.764705882352942,86.8235294117647,0.0002849154223389641,0.0007301804003224667,186.65628135786207,4000.0,16000.0,4000.0,16000.0,186.65628135786207,9.897196,0.05000000074505806,0.0,128.0,120576,138756,5e-05,0.0,4.0,1.0,0.99333847,-0.23904823,13.03006,482432,45561.977,0.0005660634,9.658204,13061.187378373112,120576,138756,0,15144786,4016.0890039999995,482432,4000.0,3785898,410982.90916964127,13063.581089720501,13073.128226593528,0.2742917405648335,1.2237997182644998e-05,2.9184051352595577e-05,4.220387980511295e-06,5.658025102627677e-05,3.322887436876241e-06,4.546844109327031e-05,5.129519601904082e-05,3.0133875013279213e-06,2.988270479058979e-05,8.100910417469868e-05,0.00028026255312797087,0.0009637102989667946,0.005581181845772657,9.50321957988126e-06,0.00023483206192133184,0.09723706464256951,0.10475611581220676,3.519980513997484e-05,0.06463439890213021
1,20000.0,False,5,70f52_00000,2025-12-15_17-23-25,1765799605,11.226339101791382,58.71412539482117,24180,LAPTOP-HQRQ0VAR,127.0.0.1,58.71412539482117,5,12.092341960365426,1.8508531183955453e-05,12.091397794217995,1.8097795471012785,10.274799386541119,0.004473698540877655,172.13229610587487,4000.0,4.0,1.6858897338970282,8.7212921940407e-05,-1930.6786260764347,2031.59989973564,123.82843614657284,14.0,123.82843614657284,286.27,71.0,20000.0,0.47287219399999914,332,0.00030699999990702054,248,0.00018623374072402024,536.6633537496082,4,0,0,26.0625,86.18125,0.0002586114213662479,0.0006666004710327157,172.13229610587487,4000.0,20000.0,4000.0,20000.0,172.13229610587487,10.0,0.07500000298023224,0.0,128.0,120576,138756,5e-05,0.0,5.0,1.0,0.87013984,-0.10475657,4.9750047,603008,45473.203,0.02606963,9.896547,13224.78161597295,120576,138756,0,18929742,4016.108113959999,603008,4000.0,3784956,416076.1884650858,13226.98298131566,13236.076215948755,0.27459123315918565,1.1361950436585723e-05,2.643773213603547e-05,3.81615703685917e-06,5.079847814430651e-05,2.9462873337035453e-06,4.2038253671519804e-05,4.678053606446864e-05,2.8095379567597394e-06,2.7398927408274306e-05,7.441628868186392e-05,0.00025563148559599737,0.000955920195978034,0.005580097027314206,9.572187384577884e-06,0.0002352167413032901,0.09781582799614273,0.10482910465408296,3.534580708799988e-05,0.06429246791310785
1,24000.0,False,6,70f52_00000,2025-12-15_17-23-36,1765799616,10.888786554336548,69.60291194915771,24180,LAPTOP-HQRQ0VAR,127.0.0.1,69.60291194915771,6,12.080154276761773,1.8514445873566346e-05,12.079211686275816,1.8088188086302657,10.263562475675707,0.004486953555468437,145.90847742586638,4000.0,5.0,1.6852154338080583,8.975723042604489e-05,-1930.6786260764347,2031.59989973564,177.13568942967652,11.0,177.13568942967652,310.1,82.0,24000.0,0.4838001199999962,407,0.00030699999990702054,264,0.0001889314979233742,522.8310449680079,4,0,0,28.600000000000005,87.14666666666669,0.00026463892871215474,0.000680747974487089,145.90847742586638,4000.0,24000.0,4000.0,24000.0,145.90847742586638,9.908667,0.07500000298023224,0.0,128.0,120576,138756,5e-05,0.0,6.0,1.0,0.7453125,0.26913482,5.5669656,723584,36193.863,0.017612435,10.179122,13385.343893953932,120576,138756,0,22711872,4016.0970328203994,723584,4000.0,3782130,421049.90624924144,13387.371969466129,13395.912434251351,0.27401850182759435,1.1522558279149524e-05,2.7080849052858407e-05,3.886481627203316e-06,5.2360280583413817e-05,3.118605025997206e-06,4.27857275860464e-05,4.802500647818378e-05,2.807131952666678e-06,2.8125451213701577e-05,7.653963983904724e-05,0.00025926070453778465,0.0009480709940196207,0.005588648057042754,9.571465511060687e-06,0.00023533657388901823,0.0980318247161819,0.10452376260754254,3.52553490188433e-05,0.06381207923397704
1,28000.0,False,7,70f52_00000,2025-12-15_17-23-46,1765799626,10.615125179290771,80.21803712844849,24180,LAPTOP-HQRQ0VAR,127.0.0.1,80.21803712844849,7,12.065314587994157,1.8595301414386472e-05,12.064372242413057,1.807503344543963,10.250054031918948,0.004480069019912779,74.3540374525986,4000.0,6.0,1.684161562719977,8.446161562135641e-05,-1587.6984037742004,1732.0474872321029,195.25116970527995,9.0,195.25116970527995,359.2,91.0,28000.0,0.5633675300000277,491,0.00030699999990702054,264,0.00017700736313745375,508.1272182338957,4,0,0,25.3375,88.0,0.00025159982943255793,0.0006457051625100314,74.3540374525986,4000.0,28000.0,4000.0,28000.0,74.3540374525986,9.923315,0.07500000298023224,0.0,128.0,120448,138756,5e-05,0.0,7.0,1.0,0.6304145,0.04535509,1.5980016,844032,38629.707,0.010821132,9.969482,13547.848502932693,120448,138756,0,26488105,4016.0660624921957,844032,4000.0,3776233,426077.6476034455,13549.716999859342,13557.842872172147,0.2731943128093186,1.0966057481611022e-05,2.5876470728082752e-05,3.603398614247689e-06,4.8620261038552914e-05,2.868291702581079e-06,4.040424062596121e-05,4.572200380383941e-05,2.7133379277156602e-06,2.6848854162991288e-05,7.164184594675266e-05,0.0002448907929919773,0.0009405962840791347,0.005567933576472656,9.556750854267645e-06,0.0002345152081489886,0.0979844354690183,0.10428097998146757,3.5176795530009445e-05,0.06331160244163854
1,32000.0,False,8,70f52_00000,2025-12-15_17-23-58,1765799638,11.63019061088562,91.8482277393341,24180,LAPTOP-HQRQ0VAR,127.0.0.1,91.8482277393341,8,12.060740964114215,1.8604348400318713e-05,12.059799354988927,1.808200019098525,10.244761775599759,0.00450210132971442,176.83574188317093,4000.0,7.0,1.6831536975927772,8.629179844351748e-05,-1587.6984037742004,1823.3407040423263,261.6176032184798,8.0,261.6176032184798,404.34,99.0,32000.0,0.6367722650000315,515,0.00030699999990702054,301,0.00018394050683661874,492.9052146512476,4,0,0,26.231250000000003,88.1875,0.00025853510021093786,0.0006704861677416984,176.83574188317093,4000.0,32000.0,4000.0,32000.0,176.83574188317093,9.908541,0.03750000149011612,0.0,128.0,120448,138756,5e-05,5.9604645e-08,8.0,1.0,0.70804805,0.06753605,0.7799247,964480,28711.44,0.004736196,9.976431,13439.023330400238,120448,138756,0,30263397,4016.0254018672736,964480,4000.0,3775292,422577.7729226603,13440.65122666834,13448.235497176012,0.2733345676812255,1.1280800617722474e-05,2.6562108675017757e-05,3.738353973189019e-06,5.042989258862126e-05,2.9389569130406673e-06,4.226904824574767e-05,4.747522982921157e-05,2.7150625516564034e-06,2.7381806669375497e-05,7.365127891077228e-05,0.00025654084937983896,0.0009355003212376935,0.005550280240707648,9.569183344997548e-06,0.0002336720560675719,0.09817474711432643,0.1045000701816524,3.519002757549311e-05,0.06306735941722157
1,36000.0,False,9,70f52_00000,2025-12-15_17-24-09,1765799649,10.962522506713867,102.81075024604797,24180,LAPTOP-HQRQ0VAR,127.0.0.1,102.81075024604797,9,12.049644513473073,1.8641304915866194e-05,12.048701982439038,1.8063206309075395,10.23556423884376,0.004486957316416764,231.8552539265799,4000.0,8.0,1.68186934461685,0.00010774075657490455,-1587.6984037742004,2326.140280317606,250.84611351301504,9.0,250.84611351301504,447.06,108.0,36000.0,0.6871100230000571,587,0.00030699999990702054,359,0.0001986815350457964,477.34752670420056,4,0,0,26.23125,88.51875,0.00028151112264423355,0.0007325831105611412,231.8552539265799,4000.0,36000.0,4000.0,36000.0,231.8552539265799,9.861896,0.03750000149011612,0.0,128.0,120448,138756,5e-05,0.0,9.0,1.0,0.6499684,0.12397519,0.2194761,1084928,37469.547,0.008331465,9.986182,13623.14622165284,120448,138756,0,34039630,4015.995147848601,1084928,4000.0,3776233,428279.77234923735,13624.621592980011,13631.689493552944,0.2729446070044124,1.247875811933468e-05,2.9286678008012544e-05,4.05335581789211e-06,5.5218847616301155e-05,3.2147240912997414e-06,4.529065538656329e-05,5.1106032346512826e-05,2.9350418982070437e-06,2.957997200656041e-05,8.964046554582757e-05,0.0002772779638804055,0.0009278103180250919,0.005534635438300666,9.552491512826044e-06,0.00023310333550652514,0.09816979264318297,0.10455870247983605,3.512612730083004e-05,0.06265156682304877
1,40000.0,False,10,70f52_00000,2025-12-15_17-24-20,1765799660,10.948482513427734,113.75923275947571,24180,LAPTOP-HQRQ0VAR,127.0.0.1,113.75923275947571,10,12.038495472338342,1.859789186646018e-05,12.037555855614647,1.804416309598464,10.226352766455323,0.004467015743252869,585.5601639481373,4000.0,9.0,1.6800650916706814,8.605126218470229e-05,-1329.2885852368763,2935.572763488268,320.96023757315606,6.0,320.96023757315606,488.47,114.0,40000.0,0.742618668000032,687,0.00030699999990702054,385,0.00018361930206122224,461.7278370221321,4,0,0,28.89375,88.2,0.0002594542895787062,0.000665470899275151,585.5601639481373,4000.0,40000.0,4000.0,40000.0,585.5601639481373,10.0,0.03750000149011612,0.0,128.0,120320,138756,5e-05,0.0,10.0,1.0,0.5141886,-0.024754204,0.46863487,1205248,36837.5,0.012536342,9.975717,13743.724633089216,120320,138756,0,37809030,4015.9351963701147,1205248,4000.0,3769400,431894.2625931117,13743.861292888532,13750.067000748202,0.2728698579343687,1.1251043734277428e-05,2.645280624010886e-05,3.639165458623704e-06,5.035991892688891e-05,2.974111043980363e-06,4.172019704761592e-05,4.7052832374620316e-05,2.734048201499545e-06,2.7477949703564374e-05,7.445311818658992e-05,0.00025203555032258493,0.0009207392148448395,0.005520610083918721,9.527966597177465e-06,0.00023198330215260882,0.09800994871674959,0.10511202945503648,3.501586602800909e-05,0.06220937015481825
