num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/episode_len_min,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_return_max,env_runners/num_episodes_lifetime,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/sample,env_runners/weights_seq_no,env_runners/episode_len_mean,env_runners/episode_return_min,env_runners/env_reset_timer,env_runners/num_episodes,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/agent_episode_return_mean/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_module_steps_sampled/default_policy,learners/default_policy/vf_explained_var,learners/default_policy/vf_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/weights_seq_no,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_trainable_parameters,learners/default_policy/total_loss,learners/default_policy/policy_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/mean_kl_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/entropy,learners/default_policy/num_module_steps_trained,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,4000.0,False,1,c23c9_00001,2025-12-15_21-35-38,1765814738,8.212296724319458,8.212296724319458,14108,LAPTOP-HQRQ0VAR,127.0.0.1,8.212296724319458,1,8.202449599999454,1.1899999663000926e-05,8.202123199998823,5.582421600000089,2.6138183000002755,0.004746000000523054,119.62630332351137,0.39081691666645685,255,347,4000.0,2149.069619529466,12.0,0.00015635912576042094,119.62630332351137,234.90457834770928,4000.0,1.3683805500004382,0.0,291.75,-1993.1324560275398,0.00016762500035838457,12.0,9.209517679133521e-05,362.99380176383715,4,0,0,48.925000000000004,86.21666666666668,0.0006165453358873056,0.00023728205614284662,234.90457834770928,4000.0,4000.0,234.90457834770928,4000.0,4000.0,-0.00027811527,9.973762,0.0,1.0,0.0001,1.0,0.21103624,138756,4.961632,-0.026688717,558533.94,128.0,40192,0.0072012166,0.20000000298023224,1.0815771,40192,17329.314946771625,1261024,40192,40192,4000,0,138756,1261024,4016,542716.3975242496,17313.092972157472,17306.492342581005,0.22033689999989292,0.00023005258169362682,6.969980567804672e-05,2.61836145197568e-05,4.380681274726095e-05,2.368680414369982e-06,3.910271707330788e-05,4.352050450665667e-05,9.708335478542926e-06,2.4187696683531263e-05,3.5516496216885526e-06,2.7984445687812745e-06,8.299999535665847e-06,0.10594270000001416,0.00021290000040607993,0.006508799999210169,0.00033880000046337955,0.08004839999921387,3.470000046945643e-05,0.026630699998349883
1,8000.0,False,2,c23c9_00001,2025-12-15_21-35-46,1765814746,8.209005355834961,16.42130208015442,14108,LAPTOP-HQRQ0VAR,127.0.0.1,16.42130208015442,2,8.202443762999463,1.20269996659772e-05,8.202111573998845,5.582837791000074,2.6133915070002693,0.004744061000510556,134.70654796681634,0.39766050799997177,255,352,8000.0,2957.759751270103,25.0,0.0001524810025542153,134.70654796681634,208.6090383630304,4000.0,1.3684604195004342,1.0,294.84,-2602.7710893201966,0.00016762500035838457,13.0,9.032884886726707e-05,360.7014191838671,4,0,0,55.758333333333326,86.29166666666667,0.0005975232698901804,0.00022778062878425922,208.6090383630304,8000.0,8000.0,208.6090383630304,4000.0,4000.0,0.00012308359,9.611208,0.0,1.0,0.0001,2.0,0.23335323,138756,4.843851,0.03701808,723927.75,128.0,80384,0.0061430726,0.20000000298023224,1.0832334,40192,17349.241478185682,2522362,80384,40192,4000.0,0,138756,1261338,4016.01,543385.258493232,17333.779441880517,17327.462365362982,0.22028354099989883,0.00022268443184980088,6.606594904525783e-05,2.630895791917254e-05,4.1466740883792805e-05,2.3254511578539233e-06,3.803867528047166e-05,4.19609651571608e-05,9.656972215186173e-06,2.3290495488378756e-05,3.510168086073837e-06,2.398217725130459e-06,8.393999542022356e-06,0.10611890600001062,0.0002125180004077265,0.006501376999221976,0.0003404840004623111,0.0799843549992147,3.479500046523754e-05,0.026470300998371384
1,12000.0,False,3,c23c9_00001,2025-12-15_21-35-55,1765814755,8.187194108963013,24.60849618911743,14108,LAPTOP-HQRQ0VAR,127.0.0.1,24.60849618911743,3,8.20220932436948,1.204572967271815e-05,8.201875551258855,5.582229264090074,2.613762981930269,0.004746583390506749,150.34570618364546,0.4085417359999519,256,352,12000.0,2957.759751270103,38.0,0.00014837990050241558,150.34570618364546,37.369316872167985,4000.0,1.368284141555428,2.0,304.11,-2602.7710893201966,0.00016762500035838457,13.0,8.777268769817663e-05,356.71686875464883,4,0,0,52.508333333333326,85.90833333333335,0.0005884426978372611,0.00022392301744049198,37.369316872167985,12000.0,12000.0,37.369316872167985,4000.0,4000.0,-0.00020134449,10.0,0.0,1.0,0.0001,3.0,0.14466782,138756,4.916193,-0.08478909,617787.4,128.0,120576,0.0049101105,0.10000000149011612,1.0756103,40192,17333.283395585913,3783700,120576,40192,4000.0,0,138756,1261338,4016.0199000000002,542859.5557273447,17318.525446519685,17312.481302538596,0.22063757258988462,0.0002200959890554756,6.528312151001629e-05,2.48616740652146e-05,4.1000807869345755e-05,2.2814694329514655e-06,3.7036348016162664e-05,4.204412374748793e-05,9.252656802846015e-06,2.2677038484244633e-05,3.3793081661158696e-06,2.3551922750666335e-06,8.404059534768748e-06,0.10616977794001396,0.00021285682041198014,0.006493221229218762,0.0003397631604495473,0.08037887544922524,3.473605046019657e-05,0.026387626988394548
1,16000.0,False,4,c23c9_00001,2025-12-15_21-36-03,1765814763,8.365169048309326,32.97366523742676,14108,LAPTOP-HQRQ0VAR,127.0.0.1,32.97366523742676,4,8.203750962125797,1.2048272366699163e-05,8.203415962746268,5.581982392449167,2.6155502881109656,0.004748188556613873,156.60419766737286,0.4154562559999795,277,364,16000.0,2954.855917713512,50.0,0.00015576730387959669,156.60419766737286,-228.1838972395168,4000.0,1.3681857973898728,3.0,312.79,-2686.778473633436,0.00016762500035838457,12.0,9.067576747194768e-05,351.4315531110563,4,0,0,55.875,86.21666666666665,0.0006076989959297211,0.00023150147782211277,-228.1838972395168,16000.0,16000.0,-228.1838972395168,4000.0,4000.0,0.0001450777,10.0,0.0,1.0,0.0001,4.0,0.16304877,138756,4.949167,-0.052158162,659897.5,128.0,160768,0.013250185,0.10000000149011612,1.0564737,40192,17350.067411310105,5044724,160768,40192,4000.0,0,138756,1261024,4016.019701,543436.0603885361,17336.048321545615,17330.305506992856,0.22296450286397967,0.00022825625548735177,6.732186584126445e-05,2.5838272977093894e-05,4.213286316144503e-05,2.4306768647188686e-06,3.83592963838882e-05,4.291605760309084e-05,9.60640333608769e-06,2.3480739100993328e-05,3.549999781170044e-06,2.4484420653414773e-06,8.397018943660442e-06,0.10620875516061168,0.00021292225219754618,0.006483958016920515,0.0003389405288436665,0.08272647869473274,3.466868995943514e-05,0.026339411718512604
1,20000.0,False,5,c23c9_00001,2025-12-15_21-36-11,1765814771,8.216217994689941,41.1898832321167,14108,LAPTOP-HQRQ0VAR,127.0.0.1,41.1898832321167,5,8.203783224504551,1.2119789631633482e-05,8.203446084118807,5.581873468524688,2.615686322229853,0.00474997067105614,164.88327749426364,0.4473491140003898,277,418,20000.0,4886.205943913985,61.0,0.00015327192374669975,164.88327749426364,145.6242197801872,4000.0,1.3681567061659707,4.0,335.86,-2686.778473633436,0.00016762500035838457,11.0,9.018147628434231e-05,345.18170503184666,4,0,0,54.208333333333336,85.94166666666666,0.0005993373309261831,0.00023020267378055133,145.6242197801872,20000.0,20000.0,145.6242197801872,4000.0,4000.0,0.00020241737,9.959011,0.0,1.0,0.0001,5.0,0.33334658,138756,4.944613,-0.037219636,498498.7,128.0,200960,0.023273746,0.15000000596046448,0.9970963,40192,17354.262696993632,6305434,200960,40192,4000.0,0,138756,1260710,4016.00950399,543615.6383150636,17340.994370964156,17335.59187664865,0.2228840438353459,0.00022445675591033473,6.642974420464944e-05,2.5315014949664368e-05,4.193889334390576e-05,2.362614617497197e-06,3.805627742668811e-05,4.2704078588929516e-05,9.466715947359251e-06,2.3281462497602166e-05,3.8955664206624824e-06,2.4298398623071367e-06,8.399048754234083e-06,0.1061787016090054,0.0002128000296783479,0.006479313436756788,0.00033817412355554227,0.08270984490778932,3.4673003058613535e-05,0.02631192960133485
1,24000.0,False,6,c23c9_00001,2025-12-15_21-36-20,1765814780,8.044208765029907,49.234091997146606,14108,LAPTOP-HQRQ0VAR,127.0.0.1,49.234091997146606,6,8.20209971925951,1.2125591738293422e-05,8.201760519277617,5.580620865839441,2.6152509130075496,0.004750791964340337,253.35198012950625,0.47775385000035386,304,426,24000.0,4886.205943913985,71.0,0.00015050475484430068,253.35198012950625,-74.88236169745123,4000.0,1.3678026148543088,5.0,359.08,-2686.778473633436,0.00016762500035838457,10.0,8.951788698882714e-05,338.2533105055465,4,0,0,54.99999999999999,86.22500000000001,0.0005986065768147258,0.0002320661367510071,-74.88236169745123,24000.0,24000.0,-74.88236169745123,4000.0,4000.0,-0.0001052618,10.0,0.0,1.0,0.0001,6.0,0.10944735,138756,4.949502,-0.052319244,533328.0,128.0,241152,0.012141799,0.15000000596046448,0.9182341,40192,17312.651486483945,7565830,241152,40192,4000.0,0,138756,1260396,4015.9894089501,542333.3263520665,17299.998041562452,17294.716619866926,0.2229924843969925,0.00022387779766183582,6.624949487801508e-05,2.5453735080632033e-05,4.1929535396705226e-05,2.338376247988981e-06,3.817266337811e-05,4.2551411943340746e-05,9.483403507725328e-06,2.435507122639021e-05,3.4835342640549245e-06,2.4332340199278726e-06,8.39005827389203e-06,0.1061816505929047,0.0002125870293750242,0.006472749302394888,0.00033728638232028395,0.08283298045872224,3.458327302044364e-05,0.026303218305322198
1,28000.0,False,7,c23c9_00001,2025-12-15_21-36-28,1765814788,8.423078060150146,57.65717005729675,14108,LAPTOP-HQRQ0VAR,127.0.0.1,57.65717005729675,7,8.204231523066914,1.2156335814160263e-05,8.203890065084838,5.579513974181042,2.6184865958774797,0.004750729044697086,265.2100797981836,0.5163297370001965,310,477,28000.0,2347.972730277832,80.0,0.00014953538917599656,265.2100797981836,-240.84388962499295,4000.0,1.367526533955768,6.0,391.08,-3013.7211178028647,0.00016762500035838457,9.0,8.672443795050783e-05,330.8955320659817,4,0,0,53.775,85.97500000000001,0.0005794107623664266,0.00022025482431193286,-240.84388962499295,28000.0,28000.0,-240.84388962499295,4000.0,4000.0,0.00034940243,9.949367,0.0,1.0,0.0001,7.0,0.22412184,138756,5.052621,0.07658547,577842.4,128.0,281344,0.009014144,0.15000000596046448,0.9125109,40192,17306.03949009078,8825912,281344,40192,4000.0,0,138756,1260082,4015.959514860599,542161.2868851144,17294.111079574173,17289.26665750248,0.22616891155301347,0.00021731511565447085,6.401706947929412e-05,2.4523426925788696e-05,4.041569514934328e-05,2.4679333203103735e-06,3.7048519580473876e-05,4.13607413086602e-05,9.159099822831233e-06,2.2329146704031375e-05,3.4320304525057022e-06,2.3215086525992595e-06,8.393157680587953e-06,0.10629753608698016,0.00022229615908606794,0.006466181809378713,0.00033623951849143593,0.08577932565413923,3.459444029831912e-05,0.026414106122270794
1,32000.0,False,8,c23c9_00001,2025-12-15_21-36-37,1765814797,8.208160161972046,65.8653302192688,14108,LAPTOP-HQRQ0VAR,127.0.0.1,65.8653302192688,8,8.204182299836239,1.215377245264867e-05,8.20383922043398,5.579517490439238,2.6184074259187184,0.004775458754254067,201.2136070333108,0.5680825139997432,342,562,32000.0,2347.972730277832,89.0,0.00015262016017584217,201.2136070333108,-461.330782960309,4000.0,1.36748329336621,7.0,431.37,-3013.7211178028647,0.00016762500035838457,9.0,9.108143389573547e-05,323.19850039299337,4,0,0,53.675000000000004,86.23333333333333,0.0006053209606931949,0.0002290292972485006,-461.330782960309,32000.0,32000.0,-461.330782960309,4000.0,4000.0,-0.000104904175,9.966211,0.0,1.0,0.0001,8.0,0.19719467,138756,4.7876506,-0.196888,420045.38,128.0,321536,0.009547929,0.15000000596046448,0.9845211,40192,17275.450117324897,10085994,321536,40192,4000.0,0,138756,1260082,4015.929919711993,541197.6713443843,17264.059463453683,17259.433831689905,0.22599528743749053,0.0002252378054462092,6.701280787295567e-05,2.5541445818314623e-05,4.2800124129541474e-05,2.4131523583364163e-06,3.881941633159943e-05,4.253028055744628e-05,9.53610906570575e-06,2.3407226959322458e-05,3.5017920786861297e-06,2.416581032397988e-06,8.382226095753373e-06,0.10630872072611776,0.00022247819749084054,0.006443408991288647,0.0003345601232978386,0.08566716539760375,3.4487495896210445e-05,0.026366771061055724
1,36000.0,False,9,c23c9_00001,2025-12-15_21-36-54,1765814814,17.426659107208252,83.29198932647705,14108,LAPTOP-HQRQ0VAR,127.0.0.1,83.29198932647705,9,8.296262945837888,1.2181234716718371e-05,8.295914127229642,5.642320095534846,2.6476037936595183,0.004836197166700339,188.2894855980807,0.776647608999956,357,562,36000.0,2347.972730277832,98.0,0.0003814578718101108,188.2894855980807,-741.958134814031,4000.0,1.382860383182548,8.0,452.01,-3013.7211178028647,0.00016762500035838457,9.0,0.00021140131820326515,315.04812149837954,4,0,0,67.38,86.87200000000001,0.001379399863069915,0.0005311149556696005,-741.958134814031,36000.0,36000.0,-741.958134814031,4000.0,4000.0,0.00016963482,10.0,0.0,1.0,0.0001,9.0,0.23670468,138756,5.174984,0.17410697,862178.1,128.0,361728,0.00584984,0.15000000596046448,0.96165097,40192,16817.458908468612,11346076,361728,40192,4000.0,0,138756,1260082,4015.900620514873,526855.0915920256,16806.63211834406,16802.20027235771,0.2287339025631074,0.0005286150766784112,0.00015327745165380564,5.776038187667747e-05,9.728770947521557e-05,5.447496352268671e-06,8.631658755810427e-05,0.00010459957548090199,2.2190066680515346e-05,5.479057892538312e-05,8.578431956038175e-06,5.758357481756613e-06,8.469403827201836e-06,0.10766095551885368,0.0002228464155060885,0.0065268419013718,0.00033489152205091555,0.08694499174362351,3.474162093266647e-05,0.02638860635044068
1,40000.0,False,10,c23c9_00001,2025-12-15_21-37-12,1765814832,17.584193468093872,100.87618279457092,14108,LAPTOP-HQRQ0VAR,127.0.0.1,100.87618279457092,10,8.388912592379501,1.2445422361982794e-05,8.38855343295734,5.707818218579492,2.674676251722926,0.004893638195039171,218.61806966420636,1.0197562309996284,371,562,40000.0,2055.1548878047597,107.0,0.00034294904149793974,218.61806966420636,-343.2839187853289,4000.0,1.3988811206007188,9.0,441.68,-3013.7211178028647,0.00016762500035838457,9.0,0.00019728371108587419,306.3250765823913,4,0,0,57.78846153846153,84.91153846153846,0.0013031250920924804,0.000497813850427068,-343.2839187853289,40000.0,40000.0,-343.2839187853289,4000.0,4000.0,0.00030875206,10.0,0.0,1.0,0.0001,10.0,0.24103287,138756,4.841004,-0.15935026,487676.0,128.0,401920,0.0023616084,0.07500000298023224,0.97481287,40192,16385.960012755815,12606158,401920,40192,4000.0,0,138756,1260082,4015.8716143097245,513340.94791615225,16375.5491904096,16371.261794532025,0.230727912537488,0.0004921232824241501,0.00014608569852664533,5.659908537543126e-05,9.073543401123871e-05,5.2557506630358846e-06,8.255243167250826e-05,9.604503452055431e-05,2.0951120356490826e-05,5.0651433369398595e-05,8.41850489433872e-06,5.217684260263215e-06,8.549709790218536e-06,0.10866788196365615,0.00022382495134168017,0.006555330482353176,0.0003364586068284539,0.08782997882618687,3.496120472975266e-05,0.026456414286933058
