num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_reset_timer,env_runners/episode_len_max,env_runners/num_episodes,env_runners/episode_len_min,env_runners/sample,env_runners/episode_duration_sec_mean,env_runners/episode_return_min,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/num_env_steps_sampled,env_runners/weights_seq_no,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_episodes_lifetime,env_runners/episode_len_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/env_step_timer,env_runners/rlmodule_inference_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled/default_agent,env_runners/agent_episode_return_mean/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,learners/default_policy/vf_explained_var,learners/default_policy/weights_seq_no,learners/default_policy/module_train_batch_size_mean,learners/default_policy/vf_loss,learners/default_policy/total_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/policy_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/num_module_steps_trained,learners/default_policy/mean_kl_loss,learners/default_policy/vf_loss_unclipped,learners/default_policy/curr_kl_coeff,learners/default_policy/entropy,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,4000.0,False,1,b3af8_00001,2025-12-16_14-49-07,1765876747,8.915329217910767,8.915329217910767,6988,LAPTOP-HQRQ0VAR,127.0.0.1,8.915329217910767,1,8.906263500000932,1.1999996786471456e-05,8.905864600001223,6.137925600000017,2.7500811999998405,0.006020600001647836,0.0001938499999596388,346,11.0,287,1.5026039249996757,0.4663650363641368,-0.32980409527332366,0.2408677177806104,-0.04478008284333931,4000.0,0.0,155.30599566346854,11.0,311.8181818181818,4000.0,0.00011780458973296793,0.00016495322859089146,155.30599566346854,282.4277140904153,4,0,0,52.36428571428571,93.29285714285716,4000.0,0.0006220820228825545,0.00023847553090204437,4000.0,-0.04478008284333931,4000.0,-0.04478008284333931,4000.0,0.08119416,1.0,128.0,0.010218506,0.16078013,0.0,0.15341,138756,40192,0.011304447,0.010218506,0.20000000298023224,1.0879791,0.51307845,40192,0.0001,1.0,16575.943714759505,4000,40192,138756,4015,1260710,0,40192,1260710,519199.89342329244,16575.642924407064,16560.20993829742,0.40386410000064643,0.0002358216011989859,3.9250712913751835e-05,4.328225832520184e-05,2.41056395932255e-06,2.6541148696005706e-05,6.939376446240937e-05,2.446814451996766e-05,9.927112934696183e-06,2.471538993227896e-06,3.07500205982366e-06,4.5942464787918725e-05,0.2404300999987754,0.005706500000087544,0.00020560000120894983,8.799997885944322e-06,0.12025119999816525,2.9200000426499173e-05,0.00022030000036465935,0.036474700002145255
1,8000.0,False,2,b3af8_00001,2025-12-16_14-49-16,1765876756,8.135499954223633,17.0508291721344,6988,LAPTOP-HQRQ0VAR,127.0.0.1,17.0508291721344,2,8.89856602300093,1.2074996811861638e-05,8.898164115001236,6.131560242000051,2.7488565099998232,0.00601730400161614,0.0001938499999596388,375,13.0,272,1.5010070252496737,0.4387253958337472,-0.32980409527332366,0.24561703465358864,-0.018117695921413168,4000.0,1.0,128.54376865778934,24.0,312.7083333333333,8000.0,0.00010954343589275549,0.00015231246843741246,128.54376865778934,280.9117092460541,4,0,0,53.0,93.23636363636363,8000.0,0.0005865221389073837,0.00022448066473907815,4000.0,-0.018117695921413168,4000.0,-0.018117695921413168,8000.0,0.03423512,2.0,128.0,0.00392395,-0.07617708,0.0,-0.080365166,138756,40192,0.01113048,0.00392395,0.20000000298023224,1.0877087,0.0675829,80384,0.0001,1.0,16608.888503798735,4000.0,40192,138756,4015.02,2522048,0,80384,1261338,520265.84282150416,16608.483000338583,16593.666752828864,0.4019917230006468,0.00022270857934987085,3.6996375412002994e-05,4.087608123320509e-05,2.306368320194508e-06,2.474746381309959e-05,6.481211684396747e-05,2.3425414697017787e-05,9.315511111111989e-06,2.291661113108779e-06,2.8562990545896766e-06,4.299977803190843e-05,0.23882716499880188,0.0057155520001106195,0.00020659300120314582,8.79199793416774e-06,0.12019510799815179,2.9211000437499025e-05,0.00021995700037223285,0.03625225100211537
1,12000.0,False,3,b3af8_00001,2025-12-16_14-49-25,1765876765,8.926145792007446,25.976974964141846,6988,LAPTOP-HQRQ0VAR,127.0.0.1,25.976974964141846,3,8.898726051770918,1.2100246827685623e-05,8.898321500851244,6.126552212580063,2.754112984899834,0.006024815961594505,0.0001938499999596388,375,14.0,247,1.4997343382471766,0.3923599459998877,-499.9650628543882,0.24561703465358864,-19.991535450222496,4000.0,2.0,143.54035294883556,38.0,293.32,12000.0,0.00011301358381956672,0.00015660101867116436,143.54035294883556,278.2292381692439,4,0,0,56.699999999999996,92.95384615384616,12000.0,0.0005987211007399545,0.0002298741354690324,4000.0,-19.991535450222496,4000.0,-19.991535450222496,12000.0,0.08953726,3.0,128.0,0.0025291261,0.079013996,0.0,0.07708661,138756,40192,0.0033140916,0.0025291261,0.10000000149011612,1.0834291,0.32610244,120576,0.0001,1.0,16464.9201057157,4000.0,40192,138756,4015.0498,3783700,0,120576,1261652,515795.2066299417,16464.48703504954,16450.373305798297,0.4001493637706433,0.00022454612626567896,3.78479234275439e-05,4.172290822059056e-05,2.3505451424914746e-06,2.5968122288242066e-05,6.753421599637928e-05,2.326349913400764e-05,9.524533367105277e-06,2.3812106153280082e-06,2.928774025225517e-06,4.353614407537449e-05,0.2373318533487967,0.0057259164801209406,0.0002076870712058735,8.807077975143331e-06,0.12004894891817676,2.9266890427243197e-05,0.0002197744303382933,0.03604028249208677
1,16000.0,False,4,b3af8_00001,2025-12-16_14-49-35,1765876775,9.756832838058472,35.73380780220032,6988,LAPTOP-HQRQ0VAR,127.0.0.1,35.73380780220032,4,8.9072892092532,1.2262244367902895e-05,8.90688081184273,6.135802999454276,2.7535289500508333,0.00601785680200352,0.0001938499999596388,323,15.0,236,1.5019985371147115,0.4154080749997229,-499.9650628543882,0.2098433165953523,-4.976710729165833,4000.0,3.0,136.53507098754653,53.0,272.4,16000.0,0.0001447722797429538,0.0001933844889178496,136.53507098754653,274.4948052474382,4,0,0,62.471428571428575,92.5642857142857,16000.0,0.0007252253414346077,0.0002753891552549765,4000.0,-4.976710729165833,4000.0,-4.976710729165833,16000.0,0.028489888,4.0,128.0,0.003499998,0.16641329,0.0,0.16286662,138756,40192,0.01796686,0.003499998,0.10000000149011612,1.0477289,0.28510186,160768,0.0001,1.0,16497.08782812688,4000.0,40192,138756,4015.089302,5045666,0,160768,1261966,516881.7113349069,16496.811529417275,16483.535216299733,0.39977002513294874,0.0002812781570990657,4.604956926959938e-05,4.966532181984586e-05,2.8272328772804212e-06,3.032290033596258e-05,7.943206314436678e-05,2.813638893818443e-05,1.191381275585389e-05,2.9021880995087878e-06,3.6334354551293307e-06,5.590401555289839e-05,0.23735546981530575,0.005727241315318249,0.00020805620049241404,8.822007179329378e-06,0.1198842564289991,2.9346221554318616e-05,0.00021931768604950045,0.03580132266715498
1,20000.0,False,5,b3af8_00001,2025-12-16_14-49-43,1765876783,8.123677015304565,43.85748481750488,6988,LAPTOP-HQRQ0VAR,127.0.0.1,43.85748481750488,5,8.899421216160674,1.2269621931853726e-05,8.899011661724307,6.129800695459712,2.7517789955503256,0.00600171023398873,0.0001938499999596388,323,18.0,197,1.5004930024935732,0.3480733919998238,-0.20295100106369596,0.2013453215668239,-0.0064873653208171065,4000.0,4.0,104.00047669523546,71.0,235.95,20000.0,0.00011671607223010731,0.0001509398703429428,104.00047669523546,270.1111810660011,4,0,0,52.25833333333333,92.74166666666667,20000.0,0.000582622576246346,0.00022281228000787007,4000.0,-0.0064873653208171065,4000.0,-0.0064873653208171065,20000.0,0.02474457,5.0,128.0,0.00636184,-0.05177722,0.0,-0.055963963,138756,40320,0.010058134,0.00636184,0.10000000149011612,1.049098,0.30767563,201088,0.0001,1.0,16527.782498157725,4000.0,40320,138756,4015.1584089799994,6312596,0,201088,1266930,517928.6117371476,16527.561563476313,16515.02001398783,0.39788980788162104,0.00022020523558419206,3.7047134432935235e-05,4.096562985565359e-05,2.27015869100731e-06,2.4764193495162257e-05,6.44896015870501e-05,2.2915253217482105e-05,9.354702908836599e-06,2.307196541541908e-06,2.876978000387766e-06,4.319203673346348e-05,0.235749594117135,0.0057180009021420225,0.00020857963848864615,8.812787090624662e-06,0.11987115486471751,2.9356759361654765e-05,0.0002189805091697676,0.03555017344049193
1,24000.0,False,6,b3af8_00001,2025-12-16_14-49-51,1765876791,8.34399151802063,52.20147633552551,6988,LAPTOP-HQRQ0VAR,127.0.0.1,52.20147633552551,6,8.893866888999037,1.22899257100141e-05,8.893455430107077,6.124812550505096,2.751297847594807,0.006010364131657023,0.0001938499999596388,263,20.0,178,1.4992105674686391,0.2804831509998621,-0.24851747531998855,0.1811713665957166,-0.010271343803280722,4000.0,5.0,97.14844334765107,91.0,208.74,24000.0,0.00011846187732127626,0.0001524495913572812,97.14844334765107,265.3371279394197,4,0,0,53.95833333333334,92.75,24000.0,0.0005813708524572534,0.00022224548159416744,4000.0,-0.010271343803280722,4000.0,-0.010271343803280722,24000.0,0.054446936,6.0,128.0,0.002859352,0.06659863,0.0,0.06362513,138756,40320,0.01543828,0.002859352,0.10000000149011612,1.0486498,0.19880149,241408,0.0001,1.0,16478.667509760322,4000.0,40320,138756,4015.246824890199,7580156,0,241408,1267560,516481.663742709,16478.562309940862,16466.766369798705,0.39612897180279744,0.00021983133012002024,3.709071169359108e-05,4.042228549007125e-05,2.263255853827542e-06,2.4784922539954143e-05,6.438930703558186e-05,2.271350371615332e-05,9.275231711603411e-06,2.291891234923142e-06,2.8800196517332897e-06,4.3367178153794295e-05,0.23423629517596947,0.005738638893111259,0.00020949284209311841,8.800659216343304e-06,0.11978907831610522,2.9317191773990765e-05,0.00021867170406729547,0.03536400070606911
1,28000.0,False,7,b3af8_00001,2025-12-16_14-50-02,1765876802,10.130256175994873,62.331732511520386,6988,LAPTOP-HQRQ0VAR,127.0.0.1,62.331732511520386,7,8.906154172109032,1.2296026452929325e-05,8.905741582805998,6.132863634000064,2.7556405441188287,0.006003596490323117,0.0001938499999596388,266,17.0,178,1.5010969002939507,0.3388015829998767,-0.24851747531998855,0.2367979257723192,0.023025403703534987,4000.0,6.0,101.24374343607779,108.0,220.23,28000.0,0.00015287019207412285,0.00019832678577832262,101.24374343607779,260.1944761244855,4,0,0,61.54666666666667,93.03333333333332,28000.0,0.0007309593368882372,0.00027821289638633827,4000.0,0.023025403703534987,4000.0,0.023025403703534987,28000.0,-0.016637206,7.0,128.0,0.00513371,0.10741268,0.0,0.103451535,138756,40320,0.013942862,0.00513371,0.10000000149011612,1.0245783,0.16667481,281728,0.0001,1.0,16546.29879787496,4000.0,40320,138756,4015.304356641297,8846771,0,281728,1266615,518637.751722856,16546.098219272943,16534.33779201393,0.39645903508477726,0.0002814748249468449,4.637934341352946e-05,5.050786411746555e-05,2.8443161115594125e-06,3.079618869979671e-05,8.069802926949134e-05,2.8356271593040898e-05,1.18039231930016e-05,2.931727129192151e-06,3.6943289016174244e-06,5.447984762062477e-05,0.2345102702242169,0.00576723450416247,0.00021174691368201177,8.811652614039165e-06,0.11999746453293147,2.9335019859672073e-05,0.00021860298700149356,0.035180165699013416
1,32000.0,False,8,b3af8_00001,2025-12-16_14-50-10,1765876810,8.135653972625732,70.46738648414612,6988,LAPTOP-HQRQ0VAR,127.0.0.1,70.46738648414612,8,8.89846444738794,1.2301066217180693e-05,8.898050171977955,6.1272180236600695,2.7536995626776655,0.005994330525436086,0.0001938499999596388,266,19.0,199,1.4996598142910014,0.32167606999952114,-0.24936409537744902,0.3767689786341533,0.00844801125023282,4000.0,7.0,116.5801413173489,127.0,222.69,32000.0,0.00011744402439090311,0.0001508294701253213,116.5801413173489,254.76395728458266,4,0,0,53.291666666666664,93.14166666666665,32000.0,0.0005814014653286014,0.00022154022555860583,4000.0,0.00844801125023282,4000.0,0.00844801125023282,32000.0,0.048999667,8.0,128.0,0.0061051855,-0.10979507,0.0,-0.11442751,138756,40320,0.015798394,0.0061051855,0.10000000149011612,1.0003654,0.28019872,322048,0.0001,1.0,16592.357114240986,4000.0,40320,138756,4015.381313074884,10114016,0,322048,1267245,520161.3373671692,16592.225154936918,16581.080235079095,0.3945974057339482,0.00022099411341775437,3.6963699072071496e-05,4.034877388521884e-05,2.2484716646616825e-06,2.4457901456122764e-05,6.508958693963094e-05,2.2676516152034834e-05,9.315293570313515e-06,2.3174115327748644e-06,2.842874358957064e-06,4.277029344761312e-05,0.2329721315219778,0.005761200159125304,0.00021250444453622765,8.80253610736714e-06,0.11987128488761332,2.9326669684798467e-05,0.0002185559571207349,0.03498852304199329
1,36000.0,False,9,b3af8_00001,2025-12-16_14-50-18,1765876818,8.179371356964111,78.64675784111023,6988,LAPTOP-HQRQ0VAR,127.0.0.1,78.64675784111023,9,8.891223454914067,1.2347055568565683e-05,8.890807321258178,6.122003041423449,2.751784281050897,0.005980602220183847,0.0001938499999596388,234,19.0,172,1.4982734523980792,0.26888600599984785,-0.21153161751457744,0.23609583878249224,-0.002317329418256895,4000.0,8.0,106.78294543423564,146.0,202.22,36000.0,0.0001206089005988139,0.00015356889216516296,106.78294543423564,249.32841177214573,4,0,0,51.74166666666667,92.94166666666668,36000.0,0.0005909305586888368,0.000226652212253415,4000.0,-0.002317329418256895,4000.0,-0.002317329418256895,36000.0,0.017066538,9.0,128.0,0.003753157,0.018120103,0.0,0.015532902,138756,40320,0.0071061896,0.003753157,0.10000000149011612,1.010892,0.22199622,362368,0.0001,1.0,16610.869597624373,4000.0,40320,138756,4015.457499944135,11381261,0,362368,1267245,520806.5351888292,16610.726472759594,16600.11787531228,0.3927818436766146,0.00022213185614474817,3.789674792376535e-05,4.130195925333671e-05,2.2885469695190383e-06,2.5195229250142956e-05,6.588868164987178e-05,2.3099509420414875e-05,9.447129402249129e-06,2.3286909116231422e-06,2.9038892157337603e-06,4.342935985481037e-05,0.23147806220674505,0.005765530157527047,0.00021324240006328704,8.813510736152762e-06,0.11977133303873101,2.937340295753349e-05,0.00021822839754551867,0.03476257481156274
1,40000.0,False,10,b3af8_00001,2025-12-16_14-50-29,1765876829,10.16408085823059,88.81083869934082,6988,LAPTOP-HQRQ0VAR,127.0.0.1,88.81083869934082,10,8.903829906364944,1.2349584990051912e-05,8.903410924045604,6.120450661009225,2.765999160240403,0.006016250197984073,0.0001938499999596388,245,19.0,175,1.4977983553740992,0.29773835299980417,-0.13246121388282256,0.22767505633493434,0.0507169007663221,4000.0,9.0,102.55108134749915,165.0,213.72,40000.0,0.00013005114428716414,0.0001674391294815403,102.55108134749915,243.9065948968514,4,0,0,63.14285714285713,93.17142857142858,40000.0,0.0006338710082071611,0.00024364220423024732,4000.0,0.0507169007663221,4000.0,0.0507169007663221,40000.0,0.09625304,10.0,128.0,0.0034429515,-0.023722457,0.0,-0.026500449,138756,40320,0.010565041,0.0034429515,0.10000000149011612,0.9854723,0.31712386,402688,0.0001,1.0,16327.176630055339,4000.0,40320,138756,4015.5329249446936,12648506,0,402688,1267245,511946.0616032064,16326.865674979923,16316.70721712414,0.3930482612398515,0.000241396033490257,4.017654720890898e-05,4.387203048744739e-05,2.458269742426269e-06,2.709455708874249e-05,7.045202144568199e-05,2.4720662972275765e-05,1.0172327033074707e-05,2.527386839270259e-06,3.151641679267924e-06,4.7055407962460345e-05,0.23183953258468928,0.005793753855950162,0.00021475397605208972,8.828375612728713e-06,0.11983668670834356,2.9458668939847886e-05,0.00021815011354747098,0.03457214406343961
