Date,Close,High,Low,Open,Volume,SMA,Volatility,RSI,Decision,Portfolio
2025-11-21,4076.699951171875,4085.199951171875,4031.800048828125,4031.800048828125,171,4044.044958496094,51.726604199783004,57.33204437080135,BUY,99034.26099853509
2025-11-24,4091.89990234375,4091.89990234375,4060.5,4060.5,591,4048.544958496094,51.7674148184619,64.90901518306765,SELL,98993.34199951164
2025-11-25,4139.2001953125,4139.2001953125,4139.2001953125,4139.2001953125,132704,4057.194970703125,53.11093179749451,65.94422345111823,HOLD,98993.34199951164
2025-11-26,4165.2001953125,4171.0,4127.5,4128.60009765625,25088,4066.269982910156,45.923754304606554,67.6847039042935,SELL,98951.68999755851
2025-11-28,4218.2998046875,4223.89990234375,4140.0,4163.39990234375,3615,4077.119970703125,52.97233097545829,69.6322954318731,HOLD,98951.68999755851
2025-12-01,4239.2998046875,4262.10009765625,4214.89990234375,4218.5,913,4089.974963378906,67.41948870356295,63.67733392557083,SELL,98909.29699951163
2025-12-02,4186.60009765625,4230.5,4167.0,4230.5,366,4099.289965820312,67.82672644324221,57.765706416944084,HOLD,98909.29699951163
2025-12-03,4199.2998046875,4234.10009765625,4195.7001953125,4215.7001953125,1897,4111.869958496094,66.02360834059559,49.40544294358396,SELL,98867.30400146476
2025-12-04,4211.7998046875,4211.7998046875,4175.0,4211.0,616,4123.4449462890625,64.41870489699997,52.937009370554456,BUY,98909.42199951163
2025-12-05,4212.89990234375,4255.7001953125,4194.5,4204.10009765625,533,4135.094946289062,55.24033554220179,69.23550894110028,SELL,98867.2930004882
2025-12-08,4187.2001953125,4215.7998046875,4175.5,4205.5,318,4144.4849609375,43.36262997828567,67.90131715819646,BUY,98909.16500244132
2025-12-09,4206.7001953125,4219.7001953125,4177.7001953125,4190.7001953125,660,4149.22998046875,28.614668540413703,71.09701397897379,BUY,98951.23200439445
2025-12-10,4196.39990234375,4234.5,4183.60009765625,4209.0,692,4153.709985351563,20.38952656760378,67.53326558446383,SELL,98909.268005371
2025-12-11,4285.5,4286.89990234375,4214.2998046875,4224.0,528,4157.764990234375,29.48332939586098,78.17425321936884,SELL,98866.41300537101
2025-12-12,4300.10009765625,4355.0,4260.0,4276.39990234375,1531,4163.425,40.1159124252681,77.8693103080695,SELL,98823.41200439444
2025-12-15,4306.7001953125,4349.2001953125,4292.89990234375,4308.2998046875,854,4174.3800048828125,48.10400147968562,77.3840455663108,SELL,98780.34500244132
2025-12-16,4304.5,4321.39990234375,4270.5,4270.5,1796,4186.190002441406,50.84065921662291,73.81158033930731,SELL,98737.30000244132
2025-12-17,4347.5,4351.39990234375,4308.5,4308.5,2169,4200.5,58.34510419388327,75.03433126451702,BUY,98780.77500244133
2025-12-18,4339.5,4348.10009765625,4328.2001953125,4331.0,705,4213.590002441406,61.50256538598629,68.99689581700628,SELL,98737.38000244132
2025-12-19,4361.39990234375,4361.39990234375,4350.10009765625,4350.10009765625,1065,4228.834997558593,64.39243523173438,69.08410986713068,SELL,98693.76600341788
2025-12-22,4444.60009765625,4447.60009765625,4371.10009765625,4371.10009765625,449,4247.230004882813,72.53031888501634,86.81502745185475,SELL,98649.32000244132
2025-12-23,4482.7998046875,4503.7998046875,4450.39990234375,4503.2998046875,694,4266.775,81.17449497837563,87.7094580200664,SELL,98604.49200439444
2025-12-24,4480.60009765625,4503.39990234375,4468.39990234375,4500.7001953125,500,4283.844995117188,76.11114186093745,86.76151821237825,BUY,98649.298005371
2025-12-26,4529.10009765625,4556.2998046875,4502.0,4512.0,263,4302.039990234375,86.05859176761761,88.28089531628329,SELL,98604.00700439444
2025-12-29,4325.10009765625,4379.0,4325.10009765625,4371.5,2044,4307.3800048828125,83.49200518692247,61.6607334702469,BUY,98647.25800537101
2025-12-30,4370.10009765625,4403.60009765625,4338.0,4346.39990234375,1837,4313.92001953125,78.5401531933657,63.245770487338966,SELL,98603.55700439445
2025-12-31,4325.60009765625,4363.7998046875,4285.0,4333.5,785,4320.87001953125,75.97516443200023,59.92321008544546,BUY,98646.813005371
2026-01-02,4314.39990234375,4350.60009765625,4314.39990234375,4350.60009765625,589,4326.625024414063,79.19967987379559,52.521366028547114,SELL,98603.66900634757
2026-01-05,4436.89990234375,4443.5,4384.7998046875,4386.7001953125,618,4337.880029296875,77.2643672336916,60.04403852331131,HOLD,98603.66900634757
2026-01-06,4482.2001953125,4482.2001953125,4449.0,4449.7001953125,459,4351.345043945313,78.76122353340602,62.192576932940554,SELL,98558.84700439444
2026-01-07,4449.2998046875,4450.0,4449.2998046875,4450.0,972,4364.450024414063,78.94383456796788,59.64816959695996,BUY,98603.34000244131
2026-01-08,4449.7001953125,4461.2998046875,4418.0,4460.2001953125,2423,4376.600024414062,76.66092139092574,57.21955937460333,BUY,98647.83700439445
2026-01-09,4490.2998046875,4490.2998046875,4473.0,4473.0,237,4391.29501953125,77.62025149036663,60.183665932442594,SELL,98602.93400634757
2026-01-12,4604.2998046875,4620.0,4577.7998046875,4579.10009765625,156,4407.235009765625,91.97391269100929,64.58857416679913,SELL,98556.89100830069
2026-01-13,4589.2001953125,4617.10009765625,4578.60009765625,4578.60009765625,239,4421.690014648438,97.89481897233085,59.458406340247244,SELL,98510.99900634757
2026-01-14,4626.2998046875,4635.0,4608.2001953125,4610.2998046875,1313,4437.669995117188,107.3775678455198,59.39997620323969,BUY,98557.26200439445
2026-01-15,4616.2998046875,4616.2998046875,4612.89990234375,4612.89990234375,4358,4453.259985351562,101.05335268777681,58.79909803174112,BUY,98603.42500244132
2026-01-16,4588.39990234375,4608.0,4588.39990234375,4608.0,352,4465.30498046875,77.8444884216892,53.95068652148567,SELL,98557.54100341788
2026-01-20,4759.60009765625,4764.0,4661.7998046875,4662.2001953125,175,4486.309985351562,97.7806984956448,80.2702996904446,HOLD,98557.54100341788
2026-01-21,4831.7998046875,4872.2998046875,4771.5,4863.5,1706,4509.82998046875,123.7211920103326,80.99072140958536,BUY,98605.85900146475
2026-01-22,4908.7998046875,4908.7998046875,4791.89990234375,4791.89990234375,1175,4533.039965820312,144.84372324712336,87.5096334121593,BUY,98654.94699951162
2026-01-23,4976.2001953125,4976.2001953125,4936.0,4949.60009765625,169,4557.709985351563,160.24316258822526,89.69531042699417,BUY,98704.70900146475
2026-01-26,5079.7001953125,5095.60009765625,5052.2001953125,5081.5,180,4587.664990234375,181.84152488336113,89.45496046576727,SELL,98653.91199951163
2026-01-27,5079.89990234375,5079.89990234375,5079.89990234375,5079.89990234375,34,4615.20498046875,198.58283423980976,88.83691268992693,SELL,98603.1130004882
2026-01-28,5301.60009765625,5301.60009765625,5301.60009765625,5301.60009765625,112054,4664.02998046875,236.48436254593338,94.46941985542625,BUY,98656.12900146477
2026-01-29,5318.39990234375,5586.2001953125,5097.5,5415.7001953125,23709,4711.444970703125,255.517026394684,94.56247247872565,BUY,98709.31300048821
2026-01-30,4713.89990234375,5440.5,4700.0,5376.39990234375,8374,4730.8599609375,243.08264651714356,57.266353353214534,HOLD,98709.31300048821
2026-02-02,4622.5,4855.7998046875,4400.0,4807.7001953125,3588,4746.264965820313,237.5313521393531,50.600270680624575,SELL,98663.0880004882
2026-02-03,4903.7001953125,4984.60009765625,4674.2998046875,4680.0,1213,4769.60498046875,228.26456082051607,58.82386142574539,SELL,98614.05099853508
2026-02-04,4920.39990234375,5082.2001953125,4897.89990234375,4923.2998046875,3886,4791.514965820313,223.82321515949022,58.34705530353571,SELL,98564.84699951165
2026-02-05,4861.39990234375,5012.2998046875,4786.0,5008.7001953125,793,4812.119970703125,226.04848877861053,56.76810452623605,SELL,98516.23300048821
2026-02-06,4951.2001953125,4958.5,4655.0,4762.0,1386,4837.194970703125,226.20596925093147,59.687073428620224,SELL,98466.72099853508
2026-02-09,5050.89990234375,5065.7001953125,4979.10009765625,5017.39990234375,170,4865.2249755859375,224.90826193900122,58.08672111112678,SELL,98416.21199951164
2026-02-10,5003.7998046875,5029.0,5002.7001953125,5013.5,281,4885.199975585938,222.1367470105063,54.842342342342334,SELL,98366.17400146477
2026-02-11,5071.60009765625,5111.2998046875,5041.2998046875,5049.89990234375,2681,4909.319970703125,193.44116402250594,54.607206983625666,SELL,98315.4580004882
2026-02-12,4923.7001953125,5078.10009765625,4892.0,5060.39990234375,484,4924.189990234375,141.29593949129543,48.57900704945722,BUY,98364.69500244132
2026-02-13,5022.0,5043.89990234375,4946.2001953125,4953.0,232,4944.475,128.67514687794727,48.433847034686764,BUY,98414.91500244132
2026-02-17,4882.89990234375,5020.0,4847.7998046875,5020.0,540,4959.2,73.23637039615015,45.02776375567895,HOLD,98414.91500244132
2026-02-18,4986.5,4987.0,4869.5,4872.2001953125,544,4970.544995117188,70.91324654536244,41.54275285376803,SELL,98365.05000244132
2026-02-19,4975.89990234375,5014.7001953125,4975.89990234375,5014.7001953125,37,4977.75,68.96776385833422,40.77664770907308,SELL,98315.29100341788
2026-02-20,5059.2998046875,5072.7001953125,5039.5,5039.5,134,4985.275,61.36373457172157,62.93051351785118,HOLD,98315.29100341788
2026-02-23,5204.7001953125,5211.60009765625,5120.2998046875,5120.2998046875,779,4996.7,88.59686802282071,70.94847257565439,BUY,98367.338005371
2026-02-24,5155.7998046875,5159.0,5112.7001953125,5158.7998046875,88,5000.50498046875,98.55813793595941,60.891706523463476,SELL,98315.78000732412
2026-02-25,5206.39990234375,5206.39990234375,5166.0,5166.0,1772,5006.82998046875,112.69838926025372,62.00468933177022,SELL,98263.71600830069
2026-02-26,5176.5,5199.2001953125,5143.89990234375,5177.2001953125,1520,5000.574975585938,119.7119734036057,63.55734473733636,HOLD,98263.71600830069
2026-02-27,5230.5,5280.0,5176.7001953125,5186.7001953125,354,4996.17998046875,120.3906586181678,62.39898832252985,BUY,98316.02100830068
2026-03-02,5294.39990234375,5405.0,5266.2998046875,5346.60009765625,72,5025.20498046875,133.39712313756516,61.164593394843436,SELL,98263.07700927724
2026-03-03,5107.39990234375,5303.7998046875,5023.0,5298.7001953125,1776,5049.449975585938,105.55263542861984,54.210013965056014,SELL,98212.0030102538
2026-03-04,5120.2001953125,5180.2001953125,5117.2001953125,5130.7001953125,679,5060.274975585938,91.52047580605489,52.067383925281476,HOLD,98212.0030102538
2026-03-05,5065.2998046875,5169.5,5054.7001953125,5169.5,1701,5067.519970703125,75.1974895014167,56.540993649284225,HOLD,98212.0030102538
2026-03-06,5146.10009765625,5146.10009765625,5076.10009765625,5121.0,148,5081.75498046875,66.52930681244798,55.82683263339904,HOLD,98212.0030102538
2026-03-09,5091.5,5160.60009765625,5077.7001953125,5155.0,639,5088.769970703125,69.6637350827959,60.63849973827896,BUY,98262.9180102538
2026-03-10,5229.7001953125,5229.7001953125,5137.60009765625,5138.2001953125,4300,5097.709985351563,73.07445283792816,61.9802821346172,SELL,98210.62100830067
2026-03-11,5167.39990234375,5191.2998046875,5167.39990234375,5190.7998046875,633,5105.889990234375,71.75497546454041,58.97626391211962,BUY,98262.29500732411
2026-03-12,5115.7998046875,5137.2001953125,5115.7998046875,5137.2001953125,410,5108.0999755859375,73.03272140518767,52.7297261592466,SELL,98211.13700927723
2026-03-13,5052.5,5117.0,5009.5,5089.60009765625,479,5114.539965820312,74.7537279705884,42.01301875943583,SELL,98160.61200927723
2026-03-16,4994.0,5010.60009765625,4994.0,5001.60009765625,130,5113.139965820313,65.11780016760929,41.59395392587918,SELL,98110.67200927723
2026-03-17,5001.0,5017.60009765625,4994.2001953125,5017.60009765625,239,5119.044970703125,73.55282816336363,38.82239777223316,BUY,98160.68200927723
2026-03-18,4889.89990234375,4949.60009765625,4821.7001953125,4949.60009765625,1461,5114.2149658203125,97.95710878918274,35.67001610837484,SELL,98111.78301025378
2026-03-19,4600.7001953125,4830.2998046875,4554.0,4830.2998046875,627,5095.45498046875,179.48649104931178,24.50618494267286,SELL,98065.77600830066
2026-03-20,4570.39990234375,4686.89990234375,4570.39990234375,4686.89990234375,235,5071.009985351562,224.40933943308627,19.87354117226357,SELL,98020.07200927722
2026-03-23,4359.39990234375,4450.5,4306.2998046875,4414.7998046875,31716,5028.744970703125,290.5163874772087,19.48437310759384,SELL,97976.47801025379
